accuracy,loss,mse,one_hot_mean_io_u_1,val_accuracy,val_loss,val_mse,val_one_hot_mean_io_u_1
0.0459320954978466,0.09265576303005219,0.011325201019644737,0.020921677350997925,0.013205371797084808,0.08158516138792038,0.013808165676891804,0.006321494467556477
0.013397414237260818,0.07737259566783905,0.019201846793293953,0.007379873190075159,0.0023070143070071936,0.07603916525840759,0.023681188002228737,0.001955173211172223
0.021070681512355804,0.07872698456048965,0.026566386222839355,0.009695344604551792,0.03382508084177971,0.08005600422620773,0.028369951993227005,0.011847259476780891
0.035195741802453995,0.08339273184537888,0.03051651269197464,0.015192514285445213,0.04457471892237663,0.08541318774223328,0.0321490541100502,0.01747368834912777
0.04173558950424194,0.09028230607509613,0.033876966685056686,0.017499880865216255,0.04978068917989731,0.0934862270951271,0.03519212827086449,0.018810445442795753
0.04384738579392433,0.10028631240129471,0.03703352436423302,0.017980454489588737,0.03335349261760712,0.10363484919071198,0.03798297792673111,0.012927156873047352
0.044891465455293655,0.11450235545635223,0.03986796736717224,0.018378224223852158,0.030751904472708702,0.11578882485628128,0.041132617741823196,0.011995267122983932
0.04440261051058769,0.12995824217796326,0.04252135381102562,0.017821703106164932,0.03841102868318558,0.13101248443126678,0.04284244030714035,0.012415716424584389
0.04427822306752205,0.15306195616722107,0.044453684240579605,0.017746003344655037,0.054254379123449326,0.1694708615541458,0.04404449090361595,0.020481141284108162
0.04237040877342224,0.18037408590316772,0.04571511596441269,0.01700582727789879,0.02966287173330784,0.18137194216251373,0.04700327292084694,0.011118299327790737
0.04286915436387062,0.23314893245697021,0.048195529729127884,0.01800617389380932,0.04771287366747856,0.37610945105552673,0.05306961014866829,0.01376308687031269
0.05031163990497589,0.31001657247543335,0.048606012016534805,0.020372193306684494,0.037737421691417694,0.33943653106689453,0.051503509283065796,0.011080620810389519
0.05237046256661415,0.39797189831733704,0.05253381282091141,0.02085592970252037,0.09680376201868057,0.32876768708229065,0.04362569376826286,0.021303782239556313
0.04829106852412224,0.44504183530807495,0.05095869302749634,0.018828701227903366,0.029931942000985146,0.42897388339042664,0.05359929800033569,0.010324462316930294
0.05001486465334892,0.4785473048686981,0.052002910524606705,0.01978665217757225,0.11694278568029404,0.7714769840240479,0.04154327139258385,0.021604172885417938
0.049852922558784485,0.6218538880348206,0.05627812072634697,0.0201247651129961,0.09073957800865173,0.6062256097793579,0.050755370408296585,0.02078864350914955
0.04080116003751755,0.6644672751426697,0.05936095863580704,0.017289143055677414,0.024630693718791008,0.2914491295814514,0.04902862012386322,0.008886512368917465
0.039532292634248734,0.8119213581085205,0.06257123500108719,0.019742144271731377,0.00656213890761137,0.41276049613952637,0.057908717542886734,0.0024610187392681837
0.036426931619644165,0.7031763195991516,0.061365190893411636,0.016029072925448418,0.0409475676715374,0.5095644593238831,0.048629067838191986,0.015425573103129864
0.03718669340014458,0.9671013951301575,0.06891345232725143,0.01794641651213169,0.02877119928598404,0.7822080850601196,0.055996280163526535,0.01033152174204588
0.04169360175728798,1.0161370038986206,0.06612425297498703,0.01906108669936657,0.004888543393462896,0.5294129252433777,0.08725081384181976,0.0018782054539769888
0.03030950203537941,0.9076382517814636,0.07124695926904678,0.014615158550441265,0.0024755774065852165,0.38575828075408936,0.0752536952495575,0.0008929283358156681
0.03093753568828106,0.9244206547737122,0.07204293459653854,0.01491151750087738,0.017404045909643173,1.4498425722122192,0.07768569141626358,0.004893787205219269
0.025950461626052856,1.2282443046569824,0.07483604550361633,0.012736335396766663,0.0073964293114840984,0.5519490242004395,0.07483607530593872,0.002355764154344797
0.03294814005494118,1.6564815044403076,0.07631996273994446,0.017932934686541557,0.007669798098504543,1.0445022583007812,0.08758249133825302,0.0022389160003513098
0.03088524378836155,1.4444950819015503,0.07751128077507019,0.015000504441559315,0.010670765303075314,0.6368436813354492,0.06755776703357697,0.0035237730480730534
0.030476056039333344,1.3232169151306152,0.07420002669095993,0.015713661909103394,0.004922929685562849,0.8495817184448242,0.09679719060659409,0.0020719398744404316
0.021670442074537277,1.1922262907028198,0.07951295375823975,0.010562889277935028,0.0029301890172064304,0.5705916881561279,0.0948861762881279,0.0006130295223556459
0.02279384806752205,1.6766148805618286,0.08408745378255844,0.012156559154391289,0.002681678393855691,0.6615821719169617,0.08947949856519699,0.0005270303809083998
0.03133835643529892,2.1065924167633057,0.08554902672767639,0.014410349540412426,0.0638967901468277,2.269301176071167,0.09078243374824524,0.01821037009358406
0.03264332562685013,1.93137526512146,0.08383732289075851,0.015515731647610664,0.0030763293616473675,0.7512398958206177,0.08238859474658966,0.0008909318712539971
0.019999587908387184,1.9611358642578125,0.0848773643374443,0.010203941725194454,0.0036949908826500177,1.1040986776351929,0.08663387596607208,0.000749048194848001
0.02135135419666767,1.6377748250961304,0.08489923924207687,0.01106573548167944,0.013670370914041996,3.2193052768707275,0.08236526697874069,0.002154155168682337
0.02194768562912941,1.9144314527511597,0.0837661623954773,0.011538686230778694,0.01857667975127697,1.8165148496627808,0.0851505696773529,0.0072007873095571995
0.01930222474038601,1.9656161069869995,0.08558816462755203,0.010648254305124283,0.004413945134729147,1.425873041152954,0.09178654104471207,0.0011287787929177284
0.021230611950159073,2.506284236907959,0.08846370875835419,0.012490431778132915,0.01884639635682106,2.796783685684204,0.08137939870357513,0.008153984323143959
0.01839682273566723,2.0255796909332275,0.08287209272384644,0.010928915813565254,0.014329221099615097,1.2912989854812622,0.08721990883350372,0.007291617337614298
0.014905880205333233,1.9141381978988647,0.08545099943876266,0.009141402319073677,0.05000598728656769,4.861697673797607,0.07733451575040817,0.018612468615174294
0.020814351737499237,2.4335904121398926,0.08608247339725494,0.012365324422717094,0.007424296345561743,0.9976983666419983,0.08924687653779984,0.004712873138487339
0.01752430573105812,2.3354082107543945,0.08628050237894058,0.010414430871605873,0.007519216276705265,0.9215485453605652,0.09036920219659805,0.005118319299072027
0.022234749048948288,3.6579349040985107,0.08919396251440048,0.014186600223183632,0.010497115552425385,1.0266062021255493,0.09279614686965942,0.0048837810754776
0.02237688936293125,3.144481658935547,0.08582985401153564,0.013009878806769848,0.0571015402674675,10.442191123962402,0.09293998777866364,0.008302087895572186
0.01847020722925663,3.402228593826294,0.09001079946756363,0.010922929272055626,0.00715758977457881,1.6343772411346436,0.07524143159389496,0.0059328339993953705
0.017169099301099777,3.5896191596984863,0.0883951410651207,0.010083015076816082,0.07114886492490768,7.860342979431152,0.08847302943468094,0.019689125940203667
0.0215915460139513,3.106233596801758,0.08901561051607132,0.01258267741650343,0.013121197931468487,2.1234920024871826,0.09482141584157944,0.007635558024048805
0.022584928199648857,4.499050617218018,0.08794761449098587,0.012383597902953625,0.0222285445779562,7.544749736785889,0.09638244658708572,0.0070958565920591354
0.01656680926680565,3.9635863304138184,0.09057231992483139,0.010530066676437855,0.00609033415094018,2.2451212406158447,0.09676302969455719,0.0022146350238472223
0.020123040303587914,4.672984600067139,0.08907444030046463,0.011878380551934242,0.021807173267006874,1.8094453811645508,0.08520618081092834,0.010208947584033012
0.017031805589795113,3.0878405570983887,0.08963178098201752,0.011152660474181175,0.006942964158952236,1.5249903202056885,0.09508118778467178,0.004960437770932913
0.01592829078435898,4.297743320465088,0.08929760009050369,0.009834558703005314,0.006420153193175793,2.2182931900024414,0.09517151117324829,0.003999408800154924
0.019112423062324524,5.26340913772583,0.09068917483091354,0.010775662958621979,0.007572586182504892,1.4056196212768555,0.0933416560292244,0.005419143475592136
0.014669961296021938,4.785191059112549,0.08830155432224274,0.009322903119027615,0.008753960020840168,4.6250224113464355,0.08695889264345169,0.002121077384799719
0.015330469235777855,4.656482219696045,0.08737733960151672,0.009516209363937378,0.028425905853509903,3.936864137649536,0.0772872269153595,0.009228220209479332
0.012938878498971462,4.219486713409424,0.08822724968194962,0.00994121190160513,0.004478490445762873,3.9649758338928223,0.0909990593791008,0.0005744817317463458
0.030640941113233566,9.678081512451172,0.08737771213054657,0.015290764160454273,0.004467458464205265,4.156645774841309,0.09002979844808578,0.0006056498386897147
0.011472365818917751,4.156909942626953,0.08674497157335281,0.0067786043509840965,0.012121997773647308,1.9825468063354492,0.08946803212165833,0.006675500422716141
0.021996837109327316,5.538976669311523,0.08613315969705582,0.010438984259963036,0.012746318243443966,3.683624744415283,0.0898674950003624,0.0058398121036589146
0.04173867776989937,7.635099411010742,0.08707156032323837,0.018550006672739983,0.011992476880550385,3.2923455238342285,0.09044055640697479,0.0056001110933721066
0.015078699216246605,4.394397735595703,0.08625227957963943,0.009651494212448597,0.0077107748948037624,2.3464741706848145,0.08873921632766724,0.003327703569084406
0.01225901860743761,5.064724445343018,0.08728094398975372,0.006916058715432882,0.002533388789743185,3.191352605819702,0.08848792314529419,0.0005619794246740639
0.018954090774059296,4.8937458992004395,0.08655674755573273,0.009422868490219116,0.0216948464512825,10.245694160461426,0.08922192454338074,0.0068266866728663445
0.019073037430644035,5.866927623748779,0.0862080305814743,0.011204306036233902,0.02216392755508423,10.519575119018555,0.08522192388772964,0.006904144771397114
0.01621273346245289,6.775760173797607,0.08747995644807816,0.010926381684839725,0.06814438849687576,26.63608741760254,0.08440200239419937,0.0139384213835001
0.02537156082689762,12.484597206115723,0.08795765042304993,0.012099367566406727,0.0840105190873146,35.29361343383789,0.09055658429861069,0.009431869722902775
0.026493260636925697,8.458791732788086,0.08651205897331238,0.013879495672881603,0.012742592953145504,3.5925467014312744,0.08958327770233154,0.005370343569666147
0.02388826198875904,10.177212715148926,0.08562780916690826,0.01168582309037447,0.02626051940023899,15.65565013885498,0.08977051824331284,0.007820520550012589
0.015968753024935722,6.108730316162109,0.08640506863594055,0.008621864952147007,0.026307370513677597,7.5113067626953125,0.08014750480651855,0.00747328344732523
0.01802673377096653,7.278289318084717,0.08657965809106827,0.011540909297764301,0.021727655082941055,7.384793281555176,0.07553645223379135,0.010538938455283642
0.014923490583896637,5.919077396392822,0.08719079941511154,0.007971413433551788,0.015055052004754543,3.1218106746673584,0.08277755230665207,0.007027670741081238
0.05503538250923157,21.999656677246094,0.08782251924276352,0.019481180235743523,0.01801382377743721,17.81135368347168,0.0896385908126831,0.00209144433028996
0.017814062535762787,10.333890914916992,0.08751247078180313,0.012384683825075626,0.017468662932515144,5.304845809936523,0.08884061872959137,0.008458027616143227
0.014042411930859089,6.043454647064209,0.08563264459371567,0.008009223267436028,0.010005252435803413,2.4171087741851807,0.08914010971784592,0.005458557978272438
0.008545729331672192,6.857933044433594,0.08719062060117722,0.004802740179002285,0.06926021724939346,13.818849563598633,0.08837873488664627,0.019606607034802437
0.01711197756230831,7.359658241271973,0.08746585249900818,0.011292018927633762,0.03609348461031914,22.164072036743164,0.08667139708995819,0.008153187111020088
0.02182757295668125,10.977798461914062,0.08641038835048676,0.011303235776722431,0.01795952394604683,20.513141632080078,0.08924134820699692,0.0020501520484685898
0.009148110635578632,8.159377098083496,0.08812835812568665,0.0050497232005000114,0.0044047036208212376,6.661160469055176,0.09023240208625793,0.0005392823368310928
0.009900189936161041,6.307331085205078,0.08667359501123428,0.006764349527657032,0.012500745244324207,5.0451178550720215,0.08205891400575638,0.005353926680982113
0.012606470845639706,5.21707820892334,0.08718004822731018,0.007275731768459082,0.00191107380669564,1.1839133501052856,0.08891651779413223,0.0009347707964479923
0.019489960744976997,12.460959434509277,0.08754608035087585,0.009037153795361519,0.00442246999591589,7.074666976928711,0.09037737548351288,0.0005424936534836888
0.024006813764572144,12.709084510803223,0.08844844251871109,0.01372397132217884,2.7293890525470488e-05,1.9147264957427979,0.08968739211559296,4.2179231968475506e-05
0.013254448771476746,6.810588359832764,0.08791667968034744,0.008986803703010082,0.03870968520641327,20.396564483642578,0.08173995465040207,0.010866979137063026
0.01032551471143961,5.9284210205078125,0.08706244826316833,0.006802367977797985,0.03492271155118942,15.664956092834473,0.07828236371278763,0.010469542816281319
0.025447046384215355,13.581404685974121,0.08859318494796753,0.013203265145421028,0.2501179277896881,55.09415054321289,0.08938759565353394,0.027891354635357857
0.02152794413268566,12.432622909545898,0.0879032164812088,0.011510798707604408,0.010119800455868244,1.9747191667556763,0.08205751329660416,0.005375671200454235
0.013340543955564499,5.804274559020996,0.086916983127594,0.007805624045431614,0.009786113165318966,1.2224305868148804,0.08885800838470459,0.005296485032886267
0.016273606568574905,9.303447723388672,0.08748798072338104,0.00952737033367157,0.0011901139514520764,2.7988080978393555,0.08785417675971985,0.00041078365757130086
0.011311914771795273,6.49354362487793,0.08803844451904297,0.007400720380246639,3.739478052011691e-05,1.6877808570861816,0.08900850266218185,5.3168536396697164e-05
0.0074178180657327175,6.270468235015869,0.08813384175300598,0.005564425140619278,0.009544407948851585,1.550493597984314,0.08889813721179962,0.005270394962280989
0.008115916512906551,5.66646146774292,0.08845137804746628,0.007110939361155033,0.00017429405124858022,2.909801959991455,0.07954833656549454,0.00013496956671588123
0.009029253385961056,4.918970108032227,0.0876922756433487,0.007151436060667038,0.004370461218059063,8.002437591552734,0.08915184438228607,0.0005136880208738148
0.009034370072185993,8.911649703979492,0.08909519761800766,0.00544709712266922,0.009725651703774929,3.067060947418213,0.0898866057395935,0.005366599652916193
0.009538250975310802,7.275351047515869,0.08693873882293701,0.0069914525374770164,0.009076328948140144,1.3897757530212402,0.08944648504257202,0.0051524764858186245
0.0052120075561106205,5.3927693367004395,0.0869513750076294,0.0030837696976959705,0.006344289518892765,2.256989002227783,0.08868148177862167,0.0030350310262292624
0.0061606732197105885,4.598603248596191,0.08828415721654892,0.0054504526779055595,0.005530988797545433,2.937985897064209,0.08736654371023178,0.0025817593559622765
0.006957020610570908,5.014037132263184,0.08741191029548645,0.006578595843166113,0.001178795238956809,3.7805862426757812,0.08784224092960358,0.00038198422407731414
0.010968681424856186,7.519450664520264,0.0865287035703659,0.007882515899837017,0.001187606598250568,3.737222671508789,0.08872968703508377,0.0003451564989518374
0.01642332226037979,15.334624290466309,0.08864198625087738,0.008548440411686897,0.0016586232231929898,2.8762435913085938,0.08766777068376541,0.0009731947211548686
0.009078620001673698,4.388500213623047,0.08742249757051468,0.006612291093915701,3.066085264435969e-05,2.3861310482025146,0.08921758085489273,4.2623065382940695e-05
0.009987972676753998,6.209369659423828,0.08747027069330215,0.00689329206943512,0.009657595306634903,1.626900315284729,0.08916354179382324,0.00532586220651865
0.0071673584170639515,3.95689058303833,0.08764602988958359,0.005395363084971905,0.010934748686850071,3.5106258392333984,0.08804990351200104,0.005915187299251556
0.004922108259052038,4.782376766204834,0.08833141624927521,0.004328046925365925,0.0016826933715492487,2.7535111904144287,0.0893813818693161,0.0009719538502395153
