dec_cc_accuracy,dec_cc_loss,dec_cc_one_hot_mean_io_u_6,dec_ms_accuracy,dec_ms_loss,dec_ms_one_hot_mean_io_u_7,loss
0.19203604757785797,0.006979674566537142,0.04487888514995575,0.1982809156179428,0.1146523728966713,0.06506628543138504,0.06081600859761238
0.2444523274898529,0.005588500294834375,0.06871514767408371,0.24217785894870758,0.108036108314991,0.08078311383724213,0.056812308728694916
0.2750786542892456,0.004989824257791042,0.08029413968324661,0.24841898679733276,0.10691304504871368,0.07965527474880219,0.055951446294784546
0.3111928403377533,0.0046083261258900166,0.10261788219213486,0.24430954456329346,0.10627822577953339,0.08427705615758896,0.05544328689575195
0.3201657235622406,0.004312729462981224,0.11561495065689087,0.24786442518234253,0.10524798929691315,0.09091722220182419,0.05478033423423767
0.33159852027893066,0.004149293527007103,0.12455995380878448,0.287662535905838,0.10282908380031586,0.11293226480484009,0.05348918214440346
0.3483700156211853,0.003943478222936392,0.13331982493400574,0.32827743887901306,0.09779923409223557,0.13985829055309296,0.0508713535964489
0.3639809787273407,0.003858916461467743,0.13831642270088196,0.34119176864624023,0.09382950514554977,0.1579127460718155,0.04884420707821846
0.3603775203227997,0.003746771952137351,0.13803686201572418,0.34940505027770996,0.08942361921072006,0.17441833019256592,0.046585213392972946
0.3839133083820343,0.0036818727385252714,0.14872904121875763,0.375029057264328,0.08569592237472534,0.193869486451149,0.044688884168863297
0.41756850481033325,0.0034685288555920124,0.16150811314582825,0.3893011212348938,0.08186021447181702,0.2105247974395752,0.04266437515616417
0.4388655722141266,0.003385233925655484,0.17505596578121185,0.40440303087234497,0.0801917240023613,0.22442103922367096,0.041788481175899506
0.45041581988334656,0.0032512431498616934,0.18406018614768982,0.42183932662010193,0.07790716737508774,0.23348243534564972,0.04057919979095459
0.4547383487224579,0.0032755890861153603,0.1879677176475525,0.4285890758037567,0.07542579621076584,0.2421005517244339,0.03935069590806961
0.46065473556518555,0.003114527789875865,0.1934759020805359,0.4316214919090271,0.07434887439012527,0.24420948326587677,0.03873169794678688
0.4676213264465332,0.0029670498333871365,0.20467177033424377,0.4282207787036896,0.07283346354961395,0.2439756840467453,0.03790026158094406
0.47380760312080383,0.0028811851516366005,0.21487462520599365,0.4345594644546509,0.07228607684373856,0.24740786850452423,0.03758363798260689
0.48687195777893066,0.0027680143248289824,0.22321930527687073,0.44354066252708435,0.07110375910997391,0.2538544833660126,0.03693591430783272
0.497640460729599,0.002656963188201189,0.22965183854103088,0.4456184208393097,0.07105797529220581,0.25488749146461487,0.03685746341943741
0.4935430586338043,0.002684163162484765,0.22749099135398865,0.45354947447776794,0.06955684721469879,0.3127821981906891,0.03612050041556358
0.4933885335922241,0.0025547477416694164,0.2368943989276886,0.4595728814601898,0.06975837051868439,0.317808598279953,0.03615656495094299
0.5093430876731873,0.0025054847355931997,0.24335315823554993,0.4579862654209137,0.06938637048006058,0.31730687618255615,0.03594592586159706
0.49515238404273987,0.0024507404305040836,0.24159583449363708,0.4588998258113861,0.06879330426454544,0.3190843462944031,0.0356220118701458
0.5106595754623413,0.0023301076143980026,0.25361892580986023,0.46180638670921326,0.06862236559391022,0.2676560580730438,0.03547624126076698
0.513672411441803,0.002350022317841649,0.2548378109931946,0.4642800986766815,0.06837572902441025,0.2674180567264557,0.03536288067698479
0.502220869064331,0.0022782031446695328,0.25234609842300415,0.46499139070510864,0.06833741813898087,0.26897159218788147,0.03530780225992203
0.5155764818191528,0.002170389052480459,0.26413431763648987,0.4680077135562897,0.06842026859521866,0.2718384563922882,0.035295333713293076
0.5215895175933838,0.0021613009739667177,0.27546435594558716,0.47545331716537476,0.06734932214021683,0.27721357345581055,0.03475532308220863
0.5265564322471619,0.00209025084041059,0.2722298502922058,0.48945876955986023,0.06752325594425201,0.28196772933006287,0.0348067507147789
0.5069812536239624,0.00211176835000515,0.26829463243484497,0.4871935248374939,0.06737077236175537,0.2828129231929779,0.03474126756191254
0.5180431604385376,0.0020299493335187435,0.2752301096916199,0.4960222542285919,0.06731680780649185,0.287680983543396,0.03467337787151337
0.5228008031845093,0.0020169131457805634,0.2803567349910736,0.48564568161964417,0.06708322465419769,0.2822387218475342,0.034550078213214874
0.5242490172386169,0.0019554051104933023,0.2844237685203552,0.4861554801464081,0.06722558289766312,0.282739520072937,0.034590497612953186
0.5220097303390503,0.001925511285662651,0.2826843559741974,0.5199705362319946,0.06689777970314026,0.29883894324302673,0.034411653876304626
0.5110419988632202,0.001920443493872881,0.28087857365608215,0.5232203006744385,0.06706930696964264,0.3004150390625,0.03449488431215286
0.533447802066803,0.0019114329479634762,0.29354676604270935,0.5115643739700317,0.0687992051243782,0.2864479422569275,0.035355325788259506
0.5256428122520447,0.0018859567353501916,0.2876206636428833,0.5367319583892822,0.0666617676615715,0.3065289556980133,0.034273866564035416
0.5342847108840942,0.0018233971204608679,0.2920871376991272,0.5450875163078308,0.06650898605585098,0.31183287501335144,0.03416619077324867
0.5280293226242065,0.001745303743518889,0.2944365441799164,0.5502540469169617,0.06596186757087708,0.3140852153301239,0.033853594213724136
0.5361867547035217,0.0017045497661456466,0.301087349653244,0.5444177389144897,0.06642685830593109,0.31043633818626404,0.03406570851802826
0.5431671142578125,0.001713991048745811,0.309923380613327,0.5377787351608276,0.06618835031986237,0.3080260753631592,0.033951178193092346
0.5562654733657837,0.001692269230261445,0.3146567642688751,0.5401848554611206,0.06625731289386749,0.30892643332481384,0.0339747816324234
0.5491800308227539,0.0016262285644188523,0.31131720542907715,0.5337201952934265,0.06699977070093155,0.30500277876853943,0.034313004463911057
0.5481793284416199,0.0016098356572911143,0.3173092007637024,0.5284593105316162,0.06579647958278656,0.3020898401737213,0.03370315209031105
0.5488181710243225,0.001681749359704554,0.30318671464920044,0.5285499095916748,0.06583285331726074,0.302236407995224,0.033757295459508896
0.5508403182029724,0.0016019580652937293,0.3203366696834564,0.5351911783218384,0.06617642939090729,0.3066568672657013,0.03388919308781624
0.5583637356758118,0.0015769515885040164,0.3205423057079315,0.5269495248794556,0.06619391590356827,0.3008868992328644,0.03388542681932449
0.5520675778388977,0.0016195140779018402,0.3182753026485443,0.5000581741333008,0.06684398651123047,0.28341934084892273,0.0342317596077919
0.5493965148925781,0.0015517298597842455,0.31911206245422363,0.5208831429481506,0.06616980582475662,0.2974918782711029,0.03386075794696808
0.5655161738395691,0.0014778287149965763,0.32797253131866455,0.5343192219734192,0.06567196547985077,0.3066725432872772,0.0335749089717865
0.5693245530128479,0.0014531018678098917,0.3316827714443207,0.5413531064987183,0.06580201536417007,0.30953070521354675,0.03362754359841347
0.5691365003585815,0.0014763511717319489,0.32431599497795105,0.5373009443283081,0.06544271856546402,0.30761465430259705,0.03345952555537224
0.5577818155288696,0.0015255975304171443,0.3301335275173187,0.5336960554122925,0.06602781265974045,0.30529144406318665,0.03377671167254448
0.5692241787910461,0.0014535204973071814,0.3256983160972595,0.5257854461669922,0.06529577821493149,0.3004158139228821,0.03337465226650238
0.5704697966575623,0.0013868893729522824,0.3436581492424011,0.5330944061279297,0.06594958156347275,0.30580934882164,0.03366823121905327
0.5677367448806763,0.0014665087219327688,0.34152573347091675,0.5255826115608215,0.06609753519296646,0.30116093158721924,0.033782027661800385
0.5788708329200745,0.0013948578853160143,0.3436923027038574,0.5316659212112427,0.06514289975166321,0.3050250709056854,0.033268872648477554
0.5837843418121338,0.0013349957298487425,0.3465636968612671,0.5390414595603943,0.0657154843211174,0.3067176342010498,0.03352523222565651
0.583446741104126,0.0013792349491268396,0.348149836063385,0.5453469157218933,0.06544501334428787,0.3111594021320343,0.03341211378574371
0.572864830493927,0.0014032217441126704,0.33820265531539917,0.5366261005401611,0.06572437286376953,0.3073606789112091,0.03356380760669708
0.5908491611480713,0.0013499560300260782,0.35817545652389526,0.539871096611023,0.06533733010292053,0.3086235523223877,0.03334365040063858
0.5829979181289673,0.0013201084220781922,0.3582354485988617,0.541641891002655,0.06551826745271683,0.30954423546791077,0.03341919556260109
0.5686553120613098,0.0015581661136820912,0.34968727827072144,0.5474929809570312,0.06486039608716965,0.3133186399936676,0.03320927172899246
0.5819186568260193,0.0013229986652731895,0.3480544090270996,0.5510034561157227,0.06566654145717621,0.31509706377983093,0.033494770526885986
0.5839341878890991,0.0012685767142102122,0.356506884098053,0.5481330156326294,0.06547338515520096,0.31284376978874207,0.0333709716796875
0.5862941145896912,0.001259330427274108,0.3651859164237976,0.5467576384544373,0.06548047065734863,0.3119778633117676,0.03336989879608154
0.5948366522789001,0.0012502404861152172,0.3715820908546448,0.5587382912635803,0.06509461253881454,0.3195640444755554,0.033172428607940674
0.5967273712158203,0.0011871082242578268,0.367579847574234,0.5494793653488159,0.06529314070940018,0.31422898173332214,0.03324012830853462
0.5822558403015137,0.0013559521175920963,0.3548075258731842,0.5459530353546143,0.06502363085746765,0.3124999403953552,0.03318977355957031
0.5956315398216248,0.0011856433702632785,0.3688553273677826,0.5395193696022034,0.06541617214679718,0.3092854619026184,0.03330090269446373
0.592523992061615,0.0012069159420207143,0.3695998191833496,0.5571857690811157,0.0653100237250328,0.3194115459918976,0.03325846791267395
0.5857957005500793,0.0012884464813396335,0.3685561716556549,0.5460831522941589,0.06506646424531937,0.3132574260234833,0.0331774577498436
0.5957481861114502,0.0011864330153912306,0.3787277638912201,0.5297478437423706,0.0654999241232872,0.30246371030807495,0.03334317356348038
0.5969782471656799,0.0011845750268548727,0.3716871440410614,0.5394509434700012,0.0649765357375145,0.30861786007881165,0.033080559223890305
0.6088107824325562,0.001078723231330514,0.39796334505081177,0.5316244959831238,0.06516356766223907,0.3040873110294342,0.03312113881111145
0.6051294207572937,0.0011238673469051719,0.40033501386642456,0.5324772000312805,0.06475748121738434,0.30415669083595276,0.03294067829847336
0.6039267182350159,0.001100605120882392,0.38675880432128906,0.5307003855705261,0.06513581424951553,0.3035479485988617,0.03311821445822716
0.5969094634056091,0.0011253384873270988,0.37823936343193054,0.5342457294464111,0.06499283760786057,0.30617693066596985,0.033059075474739075
0.6088765263557434,0.0011187647469341755,0.39878585934638977,0.540409505367279,0.06468475610017776,0.30887290835380554,0.032901763916015625
0.6091000437736511,0.0010508641134947538,0.40054067969322205,0.5261783003807068,0.06537214666604996,0.301796019077301,0.03321149945259094
0.6110969185829163,0.0010905767558142543,0.3985395133495331,0.5300179719924927,0.0646723136305809,0.30335336923599243,0.03288144990801811
0.6079840660095215,0.001080239424481988,0.39987456798553467,0.522473931312561,0.06530793756246567,0.29889464378356934,0.03319408744573593
0.6104026436805725,0.0010369934607297182,0.3997996151447296,0.5213872790336609,0.06470662355422974,0.29907605051994324,0.03287181630730629
0.6123287677764893,0.001066365628503263,0.40175336599349976,0.5118046998977661,0.06507514417171478,0.29393014311790466,0.03307075425982475
0.603881299495697,0.0010982452658936381,0.39954864978790283,0.5091016292572021,0.06470879167318344,0.2922651469707489,0.032903507351875305
0.6220310926437378,0.0010199379175901413,0.4106923043727875,0.5031985640525818,0.06752566248178482,0.28317609429359436,0.03427280858159065
0.6097829937934875,0.0010657856473699212,0.4008474349975586,0.4886198341846466,0.06518955528736115,0.2810637354850769,0.03312767297029495
0.6062610149383545,0.0011137903202325106,0.4034408628940582,0.5027758479118347,0.06456863135099411,0.2889268100261688,0.03284120559692383
0.6193427443504333,0.0009687411366030574,0.411154568195343,0.5167831778526306,0.06463741511106491,0.2964339256286621,0.03280308097600937
0.6277298331260681,0.0009324139100499451,0.42654767632484436,0.5128955841064453,0.06421204656362534,0.29538050293922424,0.03257223591208458
0.6287426948547363,0.0009546999935992062,0.42276129126548767,0.5087395310401917,0.0647023543715477,0.29182401299476624,0.03282852843403816
0.6115492582321167,0.0011337039759382606,0.3945757746696472,0.5203831195831299,0.06468083709478378,0.29897499084472656,0.03290726616978645
0.6240512132644653,0.0009928267681971192,0.41361960768699646,0.5204547047615051,0.06440579146146774,0.29901307821273804,0.032699309289455414
0.6238426566123962,0.0009406813769601285,0.42945289611816406,0.518707275390625,0.06488912552595139,0.29798218607902527,0.0329149030148983
0.6252237558364868,0.000985998660326004,0.4114398956298828,0.5200040340423584,0.06488791853189468,0.29941070079803467,0.03293697163462639
0.6336886286735535,0.0009285820997320116,0.4283592700958252,0.5107976198196411,0.06443126499652863,0.2940286695957184,0.032679926604032516
0.6289184093475342,0.000944000028539449,0.41902193427085876,0.5256246328353882,0.06444039195775986,0.3023900091648102,0.032692208886146545
0.6238107085227966,0.0009223896777257323,0.42308521270751953,0.5209729075431824,0.06469644606113434,0.29912692308425903,0.032809413969516754
0.6255918145179749,0.0009509046212770045,0.4235436022281647,0.5122507810592651,0.0646510198712349,0.29442861676216125,0.03280096873641014
0.6103415489196777,0.0010179810924455523,0.40665650367736816,0.5124165415763855,0.06432292610406876,0.2945711314678192,0.032670456916093826
